"","ID","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","Skills","name"
"1473",18281,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"AWS",NA
"1474",18294,"Female","22-24","Brazil","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"AWS",NA
"1475",18297,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Manufacturing/Fabrication","3-4",NA,NA,"AWS",NA
"1476",18391,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1477",18401,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"AWS",NA
"1478",18407,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Business Analyst","Computers/Technology","0-1",NA,NA,"AWS",NA
"1479",18412,"Male","35-39","China","Master’s degree","Engineering (non-computer focused)","Data Scientist","Academics/Education","3-4",NA,NA,"AWS",NA
"1480",18482,"Male","25-29","China","Master’s degree",NA,"Student","I am a student","4-5","Probably yes",NA,"AWS",NA
"1481",18536,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Accounting/Finance","1-2",NA,NA,"AWS",NA
"1482",18611,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","Medical/Pharmaceutical","0-1",NA,NA,"AWS",NA
"1483",18662,"Male","40-44","Portugal","Doctoral degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1484",18703,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"AWS",NA
"1485",18714,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","0-1",NA,NA,"AWS",NA
"1486",18768,"Male","18-21","Ukraine","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"AWS",NA
"1487",18854,"Prefer not to say","25-29","Russia","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Maybe",NA,"AWS",NA
"1488",18904,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Marketing Analyst","I am a student","10-15",NA,NA,"AWS",NA
"1489",18992,"Prefer not to say","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Computers/Technology","4-5",NA,NA,"AWS",NA
"1490",19026,"Female","18-21","China","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"AWS",NA
"1491",19037,"Male","18-21","Denmark","Some college/university study without earning a bachelor’s degree","Physics or astronomy","Student","I am a student","5-10",NA,NA,"AWS",NA
"1492",19049,"Male","30-34","India","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Computers/Technology","5-10","Definitely yes",NA,"AWS","Amazon Web Services (AWS)"
"1493",19052,"Male","25-29","India","Bachelor’s degree","Physics or astronomy",NA,"Academics/Education","3-4","Maybe",NA,"AWS",NA
"1494",19201,"Male","35-39","Japan","Doctoral degree","Mathematics or statistics","Research Scientist","Computers/Technology","4-5","Definitely not",NA,"AWS","Amazon Web Services (AWS)"
"1495",19240,"Prefer not to say","22-24","Republic of Korea","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1496",19254,"Female","22-24","India","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1497",19475,"Male","25-29","France","Master’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"AWS",NA
"1498",19484,"Female","22-24","Israel","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","0-1",NA,NA,"AWS",NA
"1499",19513,"Female","30-34","Netherlands","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Online Service/Internet-based Services","5-10",NA,NA,"AWS",NA
"1500",19541,"Male","25-29",NA,"Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1501",19585,"Male","35-39","Spain","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","0-1",NA,NA,"AWS",NA
"1502",19686,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"AWS",NA
"1503",19759,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably yes",NA,"AWS",NA
"1504",19882,"Male","22-24","France","Master’s degree","Mathematics or statistics","Data Scientist","Computers/Technology","0-1",NA,NA,"AWS",NA
"1505",19924,"Male","45-49","Australia","Professional degree",NA,NA,"Manufacturing/Fabrication","20-25",NA,NA,"AWS",NA
"1506",20288,"Female","30-34","Australia","Master’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"AWS",NA
"1507",20424,"Male","22-24",NA,"Bachelor’s degree","Environmental science or geology","Data Scientist","Academics/Education","1-2",NA,NA,"AWS",NA
"1508",20425,"Male","18-21","Kenya","Bachelor’s degree","Mathematics or statistics","Data Analyst","Insurance/Risk Assessment","0-1",NA,NA,"AWS",NA
"1509",20435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","3-4",NA,NA,"AWS",NA
"1510",20477,"Male","25-29","Israel","No formal education past high school",NA,"Software Engineer","Online Business/Internet-based Sales","10-15",NA,NA,"AWS",NA
"1511",20486,"Male","22-24","Pakistan","Bachelor’s degree",NA,"Student","I am a student",NA,NA,NA,"AWS",NA
"1512",20545,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"AWS",NA
"1513",20691,"Male","35-39","Finland","Doctoral degree","Mathematics or statistics","Consultant","Computers/Technology","0-1",NA,NA,"AWS",NA
"1514",20695,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","1-2",NA,NA,"AWS",NA
"1515",20791,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1516",20925,"Male","35-39","India","Master’s degree","Engineering (non-computer focused)","Data Analyst","Energy/Mining","10-15",NA,NA,"AWS",NA
"1517",20985,"Female","30-34","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","5-10",NA,NA,"AWS",NA
"1518",20987,"Female","25-29","Greece","Master’s degree","Environmental science or geology","Student","I am a student","4-5",NA,NA,"AWS",NA
"1519",21010,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Insurance/Risk Assessment","2-3",NA,NA,"AWS",NA
"1520",21033,"Male","30-34","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree",NA,NA,"Online Business/Internet-based Sales","4-5",NA,NA,"AWS",NA
"1521",21067,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","1-2",NA,NA,"AWS",NA
"1522",21082,"Male","25-29","Belarus","Doctoral degree","Mathematics or statistics","Research Scientist","Academics/Education","0-1",NA,NA,"AWS",NA
"1523",21180,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"AWS",NA
"1524",21440,"Male","22-24","India","Bachelor’s degree",NA,"Student","I am a student","0-1",NA,NA,"AWS",NA
"1525",21484,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"AWS",NA
"1526",21528,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","0-1",NA,NA,"AWS",NA
"1527",21605,"Male","22-24","France","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"AWS",NA
"1528",21755,"Male","45-49","France","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","10-15","Maybe",NA,"AWS",NA
"1529",21887,"Male","45-49","Australia","Bachelor’s degree","Engineering (non-computer focused)","Consultant","Energy/Mining","4-5",NA,NA,"AWS",NA
"1530",22065,"Male","30-34","Australia","Master’s degree","Engineering (non-computer focused)","Data Analyst",NA,"3-4",NA,NA,"AWS",NA
"1531",22272,"Female","30-34","Ukraine","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","5-10","Definitely yes",NA,"AWS",NA
"1532",22307,"Female","40-44","Japan","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Consultant","Non-profit/Service","10-15",NA,NA,"AWS",NA
"1533",22338,"Male","30-34","Germany","Master’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3",NA,NA,"AWS",NA
"1534",22463,"Female","22-24","India","Master’s degree","Mathematics or statistics",NA,"Academics/Education","0-1",NA,NA,"AWS",NA
"1535",22512,"Male","18-21","Germany","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1536",22620,"Female","22-24","South Africa","Bachelor’s degree","Mathematics or statistics","Data Analyst","Academics/Education","0-1",NA,NA,"AWS",NA
"1537",22654,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1538",22831,"Male","18-21","Poland","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1539",22957,"Male","22-24","Kenya","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1540",23047,"Male","30-34","France","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","5-10",NA,NA,"AWS",NA
"1541",23128,"Male","18-21",NA,"No formal education past high school",NA,"Student","Online Service/Internet-based Services","0-1",NA,NA,"AWS",NA
"1542",23146,"Male","25-29","Germany","Doctoral degree","Mathematics or statistics","Research Assistant","Academics/Education","3-4","Definitely yes",NA,"AWS",NA
"1543",23255,"Male","25-29","Germany","Master’s degree","Mathematics or statistics","Consultant",NA,"1-2",NA,NA,"AWS",NA
"1544",23273,"Male","18-21","Russia","Bachelor’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3","Definitely yes",NA,"AWS",NA
"1545",23278,"Male","22-24","Russia","I prefer not to answer","Mathematics or statistics","Student","Online Service/Internet-based Services","5-10","Definitely yes",NA,"AWS",NA
"1546",23413,"Male","30-34","Russia","No formal education past high school",NA,"Business Analyst","Accounting/Finance","3-4","Maybe",NA,"AWS",NA
"1547",23450,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","1-2","Definitely yes",NA,"AWS","Amazon Web Services (AWS)"
"1548",23493,"Male","35-39","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","10-15",NA,NA,"AWS",NA
"1549",23517,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"AWS",NA
"1550",23535,"Male","25-29","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"AWS",NA
"1551",23556,"Male","45-49","United Kingdom of Great Britain and Northern Ireland","Some college/university study without earning a bachelor’s degree","Environmental science or geology","Marketing Analyst","Online Service/Internet-based Services","0-1",NA,NA,"AWS",NA
"1552",23615,"Male","40-44","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","5-10",NA,NA,"AWS",NA
"1553",23645,"Male","18-21","France","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1554",23658,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1555",23749,"Male","22-24","Turkey","Master’s degree","Engineering (non-computer focused)","Research Assistant","I am a student","0-1",NA,NA,"AWS",NA
"1556",23759,"Prefer not to say","30-34","Denmark","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","5-10","Probably not",NA,"AWS",NA
"1557",23777,"Male","55-59","South Africa","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Consultant","Manufacturing/Fabrication","15-20",NA,NA,"AWS",NA
"1558",9,"Male","25-29","Turkey","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"Python3","Python"
